name,figi,currency,closed,dt
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,959.2,2021-07-16
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,962.7,2021-07-19
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,961.8,2021-07-20
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,956.0,2021-07-21
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.1,2021-07-22
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.8,2021-07-23
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.2,2021-07-26
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,954.1,2021-07-27
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,953.9,2021-07-28
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,949.8,2021-07-29
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,946.8,2021-07-30
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,948.5,2021-08-02
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,948.5,2021-08-03
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,951.0,2021-08-04
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,949.9,2021-08-05
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.0,2021-08-06
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.7,2021-08-09
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,962.2,2021-08-10
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.8,2021-08-11
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,956.3,2021-08-12
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.2,2021-08-13
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.7,2021-08-16
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,956.0,2021-08-17
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,957.8,2021-08-18
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,960.2,2021-08-19
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,961.1,2021-08-20
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,960.7,2021-08-23
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,956.7,2021-08-24
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,960.0,2021-08-25
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,963.7,2021-08-26
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,956.4,2021-08-27
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.0,2021-08-30
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.5,2021-08-31
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,950.8,2021-09-01
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,949.9,2021-09-02
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,948.7,2021-09-03
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,951.5,2021-09-06
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,955.5,2021-09-07
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.9,2021-09-08
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.6,2021-09-09
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,953.7,2021-09-10
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,947.3,2021-09-13
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,949.0,2021-09-14
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,942.0,2021-09-15
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,946.5,2021-09-16
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,949.5,2021-09-17
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.4,2021-09-20
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,952.2,2021-09-21
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,949.7,2021-09-22
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,946.2,2021-09-23
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,942.4,2021-09-24
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,939.2,2021-09-27
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,941.1,2021-09-28
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,945.5,2021-09-29
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,944.0,2021-09-30
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,943.3,2021-10-01
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,937.7,2021-10-04
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,933.9,2021-10-05
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,933.8,2021-10-06
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,928.9,2021-10-07
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,930.3,2021-10-08
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,929.0,2021-10-11
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,930.5,2021-10-12
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,934.8,2021-10-13
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,927.5,2021-10-14
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,921.9,2021-10-15
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,922.9,2021-10-18
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,917.0,2021-10-19
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,915.8,2021-10-20
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,919.9,2021-10-21
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,909.9,2021-10-22
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,902.8,2021-10-25
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,900.2,2021-10-26
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,915.0,2021-10-27
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,910.0,2021-10-28
FinEx Еврооблигации рос. компаний (USD),BBG005N1KZX4,rub,918.6,2021-10-29
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,73.45,2021-07-14
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.69,2021-07-15
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.02,2021-07-16
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.72,2021-07-19
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.79,2021-07-20
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,73.1,2021-07-21
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.78,2021-07-22
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.21,2021-07-23
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.25,2021-07-26
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.81,2021-07-27
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.87,2021-07-28
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.45,2021-07-29
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.57,2021-07-30
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.12,2021-08-02
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.4,2021-08-03
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.67,2021-08-04
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.82,2021-08-05
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.27,2021-08-06
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.41,2021-08-09
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.58,2021-08-10
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.68,2021-08-11
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.23,2021-08-12
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.19,2021-08-13
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.46,2021-08-16
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.37,2021-08-17
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.58,2021-08-18
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.5,2021-08-19
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.66,2021-08-20
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.0,2021-08-23
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.95,2021-08-24
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.0,2021-08-25
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.15,2021-08-26
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.24,2021-08-27
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.0,2021-08-30
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.79,2021-08-31
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.37,2021-09-01
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.21,2021-09-02
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.88,2021-09-03
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,74.08,2021-09-06
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,74.02,2021-09-07
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,72.66,2021-09-08
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.69,2021-09-09
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,71.81,2021-09-10
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.78,2021-09-13
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.63,2021-09-14
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.0,2021-09-15
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.85,2021-09-16
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.66,2021-09-17
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.41,2021-09-20
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.31,2021-09-21
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.51,2021-09-22
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.01,2021-09-23
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.81,2021-09-24
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.67,2021-09-27
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.72,2021-09-28
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.82,2021-09-29
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,67.33,2021-09-30
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.85,2021-10-01
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,64.57,2021-10-04
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,65.52,2021-10-05
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,65.38,2021-10-06
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.7,2021-10-07
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.6,2021-10-08
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.46,2021-10-11
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,66.64,2021-10-12
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.15,2021-10-13
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,67.72,2021-10-14
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,67.76,2021-10-15
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.97,2021-10-18
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.85,2021-10-19
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.39,2021-10-20
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,70.45,2021-10-21
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.68,2021-10-22
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.34,2021-10-25
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,68.9,2021-10-26
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.34,2021-10-27
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.47,2021-10-28
FinEx Видеоигры и Киберспорт,BBG011Q55QS3,rub,69.58,2021-10-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.431,2020-11-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.715,2020-11-06
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.876,2020-11-10
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.876,2020-11-11
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.875,2020-11-12
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.911,2020-11-13
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.74,2020-11-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.839,2020-11-17
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.877,2020-11-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.875,2020-11-24
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.934,2020-11-25
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.984,2020-11-27
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.954,2020-11-30
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.923,2020-12-01
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.813,2020-12-02
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.762,2020-12-04
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.002,2020-12-07
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.997,2020-12-08
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.993,2020-12-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.976,2020-12-10
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.961,2020-12-11
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.995,2020-12-14
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.966,2020-12-15
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.966,2020-12-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.016,2020-12-17
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.134,2020-12-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.975,2020-12-21
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.07,2020-12-22
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.95,2020-12-23
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.006,2020-12-24
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.997,2020-12-28
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.985,2020-12-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.209,2020-12-30
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.941,2021-01-06
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.069,2021-01-08
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.146,2021-01-11
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.94,2021-01-12
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.925,2021-01-13
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.969,2021-01-14
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.006,2021-01-15
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.052,2021-01-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.976,2021-01-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.007,2021-01-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.056,2021-01-21
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.145,2021-01-25
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.998,2021-01-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.973,2021-01-27
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.15,2021-01-28
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.918,2021-01-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.95,2021-02-01
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.959,2021-02-02
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.94,2021-02-04
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.941,2021-02-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.921,2021-02-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.939,2021-02-10
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.992,2021-02-11
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.049,2021-02-12
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.041,2021-02-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.112,2021-02-17
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.926,2021-02-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.012,2021-02-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.032,2021-02-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.064,2021-02-22
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.969,2021-02-24
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.12,2021-02-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.977,2021-03-01
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.938,2021-03-02
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.947,2021-03-03
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.969,2021-03-04
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.909,2021-03-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.898,2021-03-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.927,2021-03-10
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.912,2021-03-12
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.829,2021-03-15
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.815,2021-03-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.075,2021-03-17
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.927,2021-03-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.938,2021-03-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.949,2021-03-22
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.847,2021-03-23
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.805,2021-03-24
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.836,2021-03-25
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.734,2021-03-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.85,2021-03-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.838,2021-03-30
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.78,2021-03-31
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.89,2021-04-01
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.81,2021-04-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.845,2021-04-06
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.04,2021-04-07
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.646,2021-04-08
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.827,2021-04-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.702,2021-04-13
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.582,2021-04-14
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.916,2021-04-15
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.633,2021-04-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.984,2021-04-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.938,2021-04-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.011,2021-04-21
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.9,2021-04-22
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.869,2021-04-23
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.891,2021-04-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.967,2021-04-27
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.927,2021-04-28
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.971,2021-04-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.088,2021-04-30
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.98,2021-05-04
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.876,2021-05-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.91,2021-05-06
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.0,2021-05-07
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.949,2021-05-11
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.979,2021-05-13
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.924,2021-05-14
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.985,2021-05-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.938,2021-05-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.921,2021-05-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.88,2021-05-21
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.931,2021-05-24
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.914,2021-05-25
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.971,2021-05-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.916,2021-05-27
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.012,2021-05-31
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.961,2021-06-01
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.012,2021-06-02
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.994,2021-06-03
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.02,2021-06-07
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.962,2021-06-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.013,2021-06-10
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.093,2021-06-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.096,2021-06-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.043,2021-06-21
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.054,2021-06-22
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.983,2021-06-25
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.053,2021-06-28
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.169,2021-06-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.051,2021-06-30
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.049,2021-07-01
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.003,2021-07-02
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.027,2021-07-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.012,2021-07-06
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.158,2021-07-07
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.064,2021-07-08
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.059,2021-07-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.059,2021-07-12
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.071,2021-07-13
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.084,2021-07-14
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.059,2021-07-15
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.076,2021-07-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.166,2021-07-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.02,2021-07-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.072,2021-07-21
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,12.967,2021-07-22
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.082,2021-07-23
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.021,2021-07-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.102,2021-07-27
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.082,2021-07-28
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.112,2021-07-29
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.041,2021-07-30
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.061,2021-08-02
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.099,2021-08-03
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.091,2021-08-04
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.109,2021-08-05
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.044,2021-08-06
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.129,2021-08-09
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.119,2021-08-10
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.128,2021-08-11
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.109,2021-08-12
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.119,2021-08-13
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.119,2021-08-16
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.119,2021-08-17
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.12,2021-08-18
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.19,2021-08-19
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.119,2021-08-20
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.01,2021-08-23
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.099,2021-08-24
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.109,2021-08-25
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.103,2021-08-26
Райффайзен Еврооблигации,BBG00XY8T3L1,usd,13.139,2021-08-27
